submission_number,submitter_name_anonymized,snowplow_name,meaning,winning_name
682,zvoBv8fX,plowdon wainwright iii,A tip of the tuque to Loudon the singer,FALSE
683,sn7VSktj,the shovel,It's a giant shovel at it's basics.,FALSE
684,xj4kHWvL,"mayor walsh , governor baker",NA,FALSE
685,sn7VSktj,ice man,It's a sweet reference to Top Gun,FALSE
686,mPtT9Fwz,rona,NA,FALSE
687,vopAv3lB,superpower,Get the job done,FALSE
688,HI622TVS,"dasher, dancer, prancer,vixen, comet, cupid, donner, blitzen, rudolph, abominable snow monster",They can get you through the storm!,TRUE
689,uAFAE7q4,snow x cuseï¿½,"A play on the phrase, ï¿½ï¿½ï¿½ no excuseï¿½ï¿½ï¿½. That includes snow ",FALSE
690,X9PqZdIO,you want plow?,Do you want the snow plow?,FALSE
691,t1zTl35L,plowie mcplowface,Coolest name ever,FALSE
692,znaWCGLD,rock saltine warrior,"Dumb pun, former SU mascot",FALSE
693,VNkYnPtI,plowy mcdumptruck,Boaty McBoatface,FALSE
694,PICkLskG,william,William Walsh,FALSE
695,X2B0x5B9,ben,Ben Walsh,FALSE
696,9NSEzhuN,james,James Walsh,FALSE
697,yXoSREgq,laurie fine,Plow experience,FALSE
698,mQSrDUFm,snowcuse,Snow and the Cuse,FALSE
699,2Y7DUgVl,mighty tom young,"Named after our former Mayor, other trucks should be named after all former Mayors who served Syracuse proudly",FALSE
700,1I7VKJlH,ploweler,Proweler,FALSE
701,o0UMkFzn,plow mein,Chow Mein,FALSE
702,o0UMkFzn,plow or never,Now or Never,FALSE
703,ZLfWUtLk,the snow splitter,It sounds groovy and describes its purpose,FALSE
704,QmXORW7q,"darling clementine""","neighborhood archenemy Snowplow Man, is called ""Darling Clementine""    The 'clementine' reference isn't a bad addition to our",FALSE
705,uAFAE7q4,snowplowman,"From the movie, ï¿½ï¿½ï¿½Snow Dayï¿½ï¿½ï¿½ for the character played by Chris Elliot.  The movie setting is ",FALSE
706,ICugt4GZ,snowy mcsnowplow,It would be funny and lighten the mood.,FALSE
707,OpkswEqw,syracuse plowed,"play on words, Syracuse Proud, Syracuse Plowed",FALSE
708,mpA4l0FS,small walt,From a kids book about a snowplow,FALSE
709,tsAoOvat,the tippy,We are tip Hill,FALSE
710,SYH29ZkA,rug buttmunch,Itï¿½ï¿½ï¿½s,FALSE
711,WP1tPxkp,the bank maker,Snowplows push snow to the curb areas from the streets and cause Snowbanks,FALSE
712,ZGIYAqui,the golden snowball,A tribute to the color of the plows and the annual Golden Snowball Award,TRUE
713,wCalT6Q7,big buster,Busts over the snowy roads.,FALSE
714,IstsV0CP,plowy mcplowface,Cultural connection to British-American democratic naming practices,FALSE
715,xbcB4fIO,"44""",Wow!  Do I even have to explain?  Hint:  SU Football,FALSE
716,ogOgphQo,lake effect,We have mostly lake effect snow.,FALSE
717,76vcXKsn,salty scrapes,Thinking of the salt distribution and the scraping of the snow on the road.,FALSE
718,wcD4up61,"dancer, dasher, comet, cupid, donner, blitzen, prancer, vixen, rudolph and santa",Santa and his reindeer team get to where they have to go and thats what the plows help us do over our long cold winters.,FALSE
719,obyjH5LU,geter done,An expression for work that needs to get done,FALSE
720,Z8lhbt2s,abominable snow slayer,It is a combination of a lifelong favorite Christmas movie and strength.,TRUE
721,S4JFWRld,frosty,NA,FALSE
722,ogOgphQo,frosty the snowplow,Play on the snowman,FALSE
723,C0S0SfBq,snow dozer,A bull dozer dozes dirt....a snow plow dozes snow  :),FALSE
724,mIt7rwBX,the orange blitz.,ORANGE FOR OUR PROUD SPORTS TEAMS AND BLITZ TO CLEAR THE MANY AREAS WITH LOTS OF SNOW.,FALSE
725,pN6NjDoh,niveous navigator,"Niveous definition, resembling snow, especially in whiteness; snowy.",FALSE
726,S4JFWRld,the john moran,my favorite retired D.P.W. guy,FALSE
727,wUCpGdGl,plowy mcplowface,Plowing,FALSE
728,cwexUXrB,misery,Misery,FALSE
729,f5JYklJ2,community matter's,There's no limit to what we can do if we pull together,FALSE
730,pN6NjDoh,crystal fall,Like when you look into a crystal ball and  never know the prediction of the snow fall.,FALSE
731,FEVWoV1w,miss management,Self explanatory,FALSE
732,6t5ha5b0,white sparkle,Reminds me of mother natures beauty,FALSE
733,6JcR4ebP,uncle joe,"In honor of our new President and SU alum, Joe Biden!",FALSE
734,m6I1j3VK,mr. clarkï¿½ï¿½ï¿½s ,"person. Unfortunately the subject opened fire fatally wounding Clark, he could not be saved in time.",FALSE
735,LFguB1Yk,central city comet,Syracuse is known as  central city,FALSE
736,ope9jLU7,jimmy,In recognition of Autism Spectrum Disorder,FALSE
737,f5JYklJ2,all lives matter,"ignorance. weather white black, hispanic, italian ,mexican or blue ,red ,green or orange we all have a purpose",FALSE
738,5TMjqeJU,snowy mcsnowplowface,It's a play on the famous Boaty McBoatFace name.,FALSE
739,pN6NjDoh,"the cuse""plowasarus",NA,FALSE
740,LFguB1Yk,big bertha,just sounds tough,FALSE
741,f5JYklJ2,respect,We all deserve to be respected and respectful to others,FALSE
742,iftdKZT3,salty spud,My uncle owned The Varsity Spud Dellas,FALSE
743,Fu7EDoYy,bluto,BIG AND POWERFUL,FALSE
744,PnCCtGqN,snow crusher,because it moves snow,FALSE
745,S4JFWRld,ask the the men for a choice,They do the job and they do a great job give them a sense of owenership,FALSE
746,iftdKZT3,syracuse  vets strong,Disabled Veteran,FALSE
747,pN6NjDoh,snow busters brigade,Commanding and working together to get the roads cleared.,FALSE
748,LFguB1Yk,roscoe,name of my Grandkids dog. He is a walker coon hound.,FALSE
749,xXatAm1u,mr. plow,Homer Simpson was Mr. Plow and had Mr. Plow on the side of his plow truck,FALSE
750,LFguB1Yk,syracuse warrior,Native American reference,FALSE
751,hZDsCvY7,bruiser,because it can move mountains of snow,FALSE
752,LFguB1Yk,blizzard buster,pretty obvious meaning,FALSE
753,rhrC0TjQ,katy,the city's streets after a big blizzard.,FALSE
754,pN6NjDoh,blade runner or blade blazer  or blizzard blade buster,Running all over the city with blades,FALSE
755,iCY68LnZ,redgrin grumble,"If you know, you know.",FALSE
756,GNRGOb3t,salty sam,also was Epal on Monster Movie Matinee.,FALSE
757,x7z8MDYy,tracked snowplow,I made a proof of concept snow plow map while interning for the City of Syracuse Innovation Team.,FALSE
758,dMqNsDOx,plowy mcplow face,Salt life.,FALSE
759,BvjzO10E,silsbee,Savings Bank and White Memorial Buildings.  He later became a mentor to Frank Lloyd Wright.,FALSE
760,DcWCL0vM,mikey plow-ell,Mikey Powell is a SU lacrosse legend and noted local musician.,FALSE
761,I44beUyE,santa maria,One of the three great ships that Christopher Columbus used--strength personified,FALSE
762,zBB3z0Hy,plowz & mowz,"across the country(and growing) with residential and commercial snow removal solutions, all through an app. With over 8,000+",FALSE
763,I44beUyE,pinta,"Smallest of the 3 ships that Columbus sailed, but mighty.",FALSE
764,I44beUyE,nina,One of the three most famous ships of all of history.  It was the favorite of Columbus.,FALSE
765,GNRGOb3t,benny mardones,"Honoring Benny Mardones, Syracuse musical legend, who passed away this summer.",FALSE
766,ZHJXPInb,kevin,Kevin Hunter works tirelessly to keep the city streets clear.  He is the hardest working guy at the DPW.,FALSE
767,S4JFWRld,lake effect,NA,FALSE
768,EvZHtk5l,into the night,"Honors Benny Mardones, Syracuse music legend, as well as speaks to how hard our snowplow drivers work - on into the night.",FALSE
769,WesNU43j,salt mcshakerson,"Salt city, salt truck, funny right?",FALSE
770,pp1nRaYy,onondaga's basher,I chose this name because our county is Onondaga and a snow plow's job is to bash it or get rid of the snow.,FALSE
771,yxZdWCdp,big bertha,Big bright one - has a certain ring to it,FALSE
772,pp1nRaYy,onondaga orange,I chose it because Onondaga is are county and orange is a Syracuse color.,FALSE
773,WesNU43j,orange bob snowpants,Syracuse Orange + Sponge Bob + Snowpants! ï¿½ï¿½ï¿½ï¿½ï¿½,FALSE
774,PXAWbJap,cuse plows,SYRACUSE U,FALSE
775,nftEFUb4,the undertaker,"better way to remind people that our plows, the envy of the nation's DPWs, have an unparalleled record of excellence than with a",FALSE
776,qWo8etEj,plowy mcplowface,See: Boaty McBoatface,FALSE
777,A1PEcNPf,plowy mcplowface,Because internet,FALSE
778,0bM7q7dA,balto,"medicine to a remote town of Nome, that was suffering with Diphtheria in 1925. It seems fitting to me that our snow plow drivers",FALSE
779,cxbpIrwq,plowy mcplowface,these trying time.,FALSE
780,s8vyJsQd,michael,It's a nice name,FALSE
781,h3VC8xFz,"dasher, dancer, prancer, vixen, comet, cupid, donner, blitzen and rudolph",Santaï¿½ï¿½ï¿½s Re,FALSE
782,dmTiJHHC,plowymcplowface,Its a super happy plow,FALSE
783,jyjo7v7v,rust bucket,IT WILL BE DELIVERING BUCKETS OF SALT CAUSING RUST TO OUR COMMUNITY,FALSE
784,aSVuruNp,oleï¿½ï¿½ï¿½,Salt City & Salt Spreader,FALSE
785,o51SSAIH,pushie,Because it pushes the snow & is BIG,FALSE
786,lHuLgR52,radar love,Energy,FALSE
787,o51SSAIH,yeller feller,Assuming the truck is standard yellow,FALSE
788,VYiZAeqE,snow day destroyer,Ruining the dream,FALSE
789,o51SSAIH,nosnow,?Obvious?,FALSE
790,r50dWA2e,katy,"the city from the ï¿½ï¿½ï¿½big snowï¿½ï¿½ï¿½, when all the others",FALSE
791,R8jzxViy,mr. big,Because a plow is so large and everyone should notice it as it comes down the road.,FALSE
792,9Leg7sHO,meowmeow plow plow,Itï¿½ï¿½ï¿½s about kitt,FALSE
793,QQ1Z6b8O,pushing 195,"Syracuse officially incorporated as a village in 1825,  making us 195 years old.",FALSE
794,jZW82fGk,plowy mcplowface,Boaty McBoatface,FALSE
795,I7hnx7Ct,plowy mcplow truck,That's literally the only choice you could make,FALSE
796,QQ1Z6b8O,snowz indie way,Self expanitory,FALSE
797,ykkus87I,keith,been able to move without his help and weï¿½ï¿½ï¿½re forever gra,FALSE
798,hdG5YY2F,keith,My neighbor,FALSE
799,m8qOWa0d,keith,My friend,FALSE
800,SP9EtAvC,plowy mcplowface,It captures the essence what a plow is and what it does,FALSE
801,F1YkhPmA,defrosty the snowplow,"It's a fun play on ""Frosty the Snowman""",FALSE
802,o51SSAIH,serious snow business,As above.,FALSE
803,3AmLOCSM,luke snowwalker,"It's a play on ""Luke Skywalker"" from Star Wars",FALSE
804,QQ1Z6b8O,snowbanker maker or just banker maker,"Plows push snow to the side, making snow banks.",FALSE
805,o51SSAIH,power pusher,Its size & strength against the heaviest snows.,FALSE
806,F1YkhPmA,elsie the plow,It's a variation of Elsie the Cow :),FALSE
807,o51SSAIH,big salty,Syracuse as the Salt City & the trucks also salt as they plow.,FALSE
808,o51SSAIH,snow rescue,the plows help keep us mobile during bad storms,FALSE
809,wOrKO7XI,plowy mcplowface,Homage to Britain's Boaty McBoatface (viral internet naming contest),FALSE
810,L2DiG5P6,holy plow,Holy cow,FALSE
811,UNgcDtFf,sideswiper (1-10),Snow plows trying to navigate narrow streets,FALSE
812,lIXcloFz,just shove it!,of ï¿½ï¿½ï¿½Take this snow and shove ,FALSE
813,JFR5uATM,beast of the east,Very powerful,TRUE
814,L2DiG5P6,oh snow u dont,Oh no u dont,FALSE
815,mvKcJlFo,salty sam,childhood memory on a tv show    Salt is historical to Syracuse,FALSE
816,L2DiG5P6,triple salt plow,Like the gymnastics move,FALSE
817,ZMJUGjlF,ploward stern,Baba Booey,FALSE
818,mnNTS2RH,cuomo got plowed,cuomo,FALSE
819,5U5PXSah,never on time,It'll make people smile,FALSE
820,Bxcs9na3,orangutan,fruits (perhaps an Orange).,FALSE
821,LA9ggUEY,zowie wowie plowie,Itï¿½ï¿½ï¿½s ,FALSE
822,vAIe8s0i,plowy mcplow face,fun,FALSE
823,lIXcloFz,snowflake quake!,Our trusting plows and crews must make all snowflakes quake with fear of removal or worse.,FALSE
824,QQ1Z6b8O,magnus pushover,"Magnus= the great, Pushover= easily done, easily clears the snow",FALSE
825,9rAlmtym,plowie mcplowface,Thatï¿½ï¿½ï¿½s how ,FALSE
826,GQtWdPNm,pablo escobar,C'mon,FALSE
827,LA9ggUEY,ben dover cuse,Puns!,FALSE
828,QQ1Z6b8O,clarence clearence,"Plows clear streets of snow, Clarence kind of rhymes",FALSE
829,Hzec1NCo,make it work,That it get out and do the job,FALSE
830,lIXcloFz,salt city squaller,ýýýSquallers are Grisha of the Etherealki Order. They can manipulate the wind by raising or lowering air pressure to fill a ship's,FALSE
831,MqxkFZVa,redeemer,Savior,FALSE
832,GIXkTGx2,the washington redskins,Thereï¿½ï¿½ï¿½s no trademark! Itï¿½ï¿½ï¿½s free use! Great brand rec,FALSE
833,7otA3OpR,the norï¿½ï¿½ï¿½,Fitting for our area,FALSE
834,QQ1Z6b8O,salty,The taste you get in your mouth when you follow a big plow,FALSE
835,3tClF0fV,plowy mcplowface,It's awesome,FALSE
836,j713hS4x,"jon snow, king of the north",In honor of Game of Thrones,FALSE
837,DtJQgu1T,futility,So much snow in Syracuse,FALSE
838,wOrKO7XI,tony meatballs,He was indicted today in Philly and he has the best mobster name ever,FALSE
839,WShBKXGO,plowy mcplowface,Because it's hilarious,FALSE
840,WShBKXGO,salty,Snow needs salt to melt!,FALSE
841,Jr8BuVaS,outta myway,Plows moving the snow,FALSE
842,WShBKXGO,blizzard,Let it snow,FALSE
843,WShBKXGO,lake effect!,Snow snow snow,FALSE
844,Jr8BuVaS,makin way,Getting it out of way,FALSE
845,Jr8BuVaS,enuf is enuf,Enough snow moving it out,FALSE
846,v3qz8arp,snowdrift away,plowing the snow into a snowdrift,FALSE
847,lYJV1aP8,slush slinger,Obvious,FALSE
848,wSwB016K,sir snows-a-lot,Just for fun,FALSE
849,pgya90zf,snowflake sweeper,The plow sweeps snowflakes :),FALSE
850,Jr8BuVaS,the beast,Big truck moving snow,FALSE
851,Wujd5DUR,elsa,be safe with Elsa out there working her magic.,FALSE
852,wOrKO7XI,santaï¿½ï¿½ï¿½s rein,"Theyï¿½ï¿½ï¿½re magic, and work in the",FALSE
853,Ap12kpuJ,the clean machine,It sounds cool,FALSE
854,IW7bk5yA,the big leplowski,"that uh, instead of uh, you know running around, uh uh, blaming me, given the nature of all this new stuff, you know it, it it, this",FALSE
855,GPhhxVGV,recovery,Recovery from the opioid crisis in Syracuse and economic recovery from COVID19. We are Syracuse Strong... we will recover.,FALSE
856,EMBMjEcR,orange creamsicle,Big orange of course and Creamsicle being a cold treat like our winters,FALSE
857,3tClF0fV,plowy mcplowface,We can say itï¿½ï¿½ï¿½s Boaty McBoatfaceï¿½ï¿½ï¿½s Amer,FALSE
858,wOrKO7XI,elsa,Sheï¿½ï¿½ï¿½s Disneyï¿½ï¿½ï¿½,FALSE
859,IdIlHfyK,plowy mcplowface,Comedy,FALSE
860,buwNhlCD,plowy mcplowface,Itï¿½ï¿½ï¿½s pretty,FALSE
861,pt9IkiOI,plowy mcplowface,See Biaty McBoatface,FALSE
862,hQ0O4fvm,hercules,Powerful,FALSE
863,BjrXXbBr,plowy mcplowface,Itï¿½ï¿½ï¿½,FALSE
864,ZdWDbltl,howie the plowie,Its funny!,FALSE
865,Pv73BgUc,bosshog,Because they will pole through the snow like a bosshog,FALSE
866,dCweIV3f,plowy mcplowface,In honor of Boaty Mc Boatface,FALSE
867,qB0O5ZPa,plowy mcplowface,Its face is a plow,FALSE
868,EFJbUHwi,shaved ice factory,Just humor,FALSE
869,Rljwg0XW,plowy mcplowface,For the memes.,FALSE
870,mciN9Cc6,snow palone,Cuz Post Malone is from Syracuse and is an icon,FALSE
871,EFJbUHwi,the zamboni,Just humor,FALSE
872,dmTiJHHC,plowie mcplowface,Snow abounds for all,FALSE
873,pd92VWlm,plowy mcplowface,https://www.npr.org/sections/thetwo-way/2016/03/21/471299842/meet-the-u-k-s-cutting-edge-research-vessel-boaty-mcboatface,FALSE
874,gksxABSN,drew peacock,The peacock is a beautiful bird that cheers people up on a snowy day and my best friend was named Drew.,FALSE
875,AjCTmBBP,governor snuomo,In honor of Governor Cuomo; a snow plow.,FALSE
876,xK6uShHL,otis mcplowerson,it sounds big and strong and capable!,FALSE
877,wOrKO7XI,wap,"WAP stands for weirdly amazing plow. Since plows are obviously quite amazing, this makes perfect sense.",FALSE
878,WyQlniTs,plowy msplowface,Wpic,FALSE
879,vVrzoZ3p,cardi b plowing,It's clever,FALSE
880,HkEcBpGi,bill,Bill,FALSE
881,cnnh6lbO,plowy mcplowface,named after a famous boat,FALSE
882,chiLjOHF,salt life,Rather obvious reasons,FALSE
883,Bt2MH2Un,plowie mandel,"To honor the entertainment achievements of beloved comedian, game show host, and creator of Bobby's World, Howie Mandel",FALSE
884,PxUFp5du,tomato,"If you have a red, orange, yellow, really any color of plow it would work.",FALSE
885,Bt2MH2Un,bowchickaplowplow,It made my fiance giggle and hey that's something,FALSE
886,4d6g7MHF,johnny sega,When it snows itï¿½ï¿½ï¿½s time to,FALSE
887,BYLRNCov,sasquatch,Aka abominable snowman,FALSE
888,Bt2MH2Un,plowabunga,"Great thing to say instead of having a cow, man",FALSE
889,KvoPof4f,orange plower ranger,Syracuse Athletics/Power Rangers mashup,FALSE
890,HG5XHfUA,big ben,Great plow name,FALSE
891,Bt2MH2Un,ploward the truck,It sounds like Howard the Duck. I know this one is kind of a deep cut but I thought it was pretty good still.,FALSE
892,CGQpQQO7,goliath,Remembering of the twin towers in New York. As a kid I call them (Goliath) 1 or 2 (Hercules),FALSE
893,Bt2MH2Un,not a plow,I just think it would be a really funny name for a plow.,FALSE
894,y3uBAiGX,boom boom plow,Pun for Boom Boom Pow,FALSE
895,y3uBAiGX,plowed mom,Pun for Proud Mom,FALSE
896,KvoPof4f,plowdy roddy piper,To honor 80's wrestling legend Rowdy Roddy Piper,FALSE
897,qFp9U9S5,booger,My favorite dog,FALSE
898,PUe12g8b,orange plowsome special,Inspred by the famous song Orange Blossom Special. Because Syracuse is orange and special.,FALSE
899,qFp9U9S5,morning breath,No on likes morning breath,FALSE
900,ZVHbb6ch,plowy mcplowface,It is funny and will cheer people up in the winter.,FALSE
901,akB22tKR,santas reindeer,I think each truck should have the reindeers name on them to be easily identified,FALSE
902,CqtmQa3w,snowy mcplow,Snow make plow go brrrrr,FALSE
903,ITkHyjQj,pot hole,A symbol of winter and Syracuse,FALSE
904,qB0O5ZPa,snowy mcsnowface,It means a whole Lotta snow,FALSE
905,Bt2MH2Un,snowbot in disguise,It's a transformers reference but it's my least favorite name I've submitted so far.,FALSE
906,y3uBAiGX,marilyn monsnow,Pun for Marilyn Monroe,FALSE
907,zmXGWJze,salty sam,"Played by Willard Lape, he was a local beloved childrenï¿½ï¿½ï¿½s TV person",FALSE
908,w6mYRaxf,unity,on 12/27/19 at 1 lb 4 oz and she is a miracle baby and fought for her life no matter what was going on in the outside world. She,FALSE
909,s6NwlUtb,mr plow,The name again is Mr Plow,FALSE
910,SkgkSduZ,the christopher columbus,"My plow truck will b strong and have a backbone, unlike Mayor Walsh",FALSE
911,Bt2MH2Un,plow that's what i call plowing vol 27,I know that its too long I just thought whoever is reading these might think it was funny.,FALSE
912,jzoWox17,big peeboo,It is good,FALSE
913,E8TNtWdn,sweet summer or just summer,It will warm the people's hearts ï¿½ï,FALSE
914,EFJbUHwi,snow moving vehicle,Play on slow moving vehicle,FALSE
915,y3uBAiGX,every plow and again,Every Now and Again,FALSE
916,6AtUJoAU,plowy mcplowface,It's amazing,FALSE
917,9smqfbSB,the saltine warrior !!!!!,Old Syracuse mascot. We are the salt city after all. Warrior that salts the roads,FALSE
918,y3uBAiGX,porky plow,Porky Pig,FALSE
919,E8TNtWdn,salty sam,Memories from a Syracuse TV show,FALSE
920,QeGQgPf1,plow & later,For both the Tipp Hill bar and candy,FALSE
921,QeGQgPf1,the plowtanic,Something about iceburgs,FALSE
922,E8TNtWdn,storm chaser,Self explanatory,FALSE
923,CnmMjrC2,kung plow,It's a funny pun of Kung Pao. Like Kung Pao chicken or Kung Pao beef.,FALSE
924,rpdfExVF,apocalypse plow,It's a great pun and also when it snows around here it feels like the end of the world.,FALSE
925,QeGQgPf1,plow,Straight to the point,FALSE
926,rpdfExVF,plower of love,The best song in back to the future.,FALSE
927,y3uBAiGX,plow now brown cow,The Children's book How Now Brown Cow,FALSE
928,Bt2MH2Un,hunter steele jr.,I don't have any children but if I did I would want it to be one of these plows,FALSE
929,CnmMjrC2,unlimited plower,"Funny Star Wars reference and pun of Palpatine's famous ""Unlimited power!"" quote.",FALSE
930,CnmMjrC2,snow laughing matter,It's a fun snow pun.,FALSE
931,y3uBAiGX,salty wench,Like a lady pirate,FALSE
932,QeGQgPf1,plow's blue ribbon,For the beer,FALSE
933,y3uBAiGX,salt potato,It's cute. They are yum.,FALSE
934,QeGQgPf1,john plow jovi,Voice of a generation,FALSE
935,KvoPof4f,control salt delete,In reference to the Salt City and deleting the ice from the roads,TRUE
936,QeGQgPf1,jon bon snovi,A better pun,FALSE
937,y3uBAiGX,salt disney,Walt Disney,FALSE
938,y3uBAiGX,salty dog,More pirate talk.,FALSE
939,QeGQgPf1,eddie van hailin,In remembrance of Eddie Van Halen,FALSE
940,y3uBAiGX,salted caramel,Its so good. Have you had it?,FALSE
941,y3uBAiGX,graveler,Its a Pokemon,FALSE
942,oweLh0LS,mr. plow,It pays homage to the Simpsons and one of there best episodes.,FALSE
943,y3uBAiGX,sno cone,Just name them all after food. Everyone loves food.,FALSE
944,Bt2MH2Un,sno rida,Like Flo Rida who made that song Low and I think played at the state fair once but maybe not,FALSE
945,rcSXMlle,bruiser,The snowplow has to be strong (a big bruiser).,FALSE
946,y3uBAiGX,gettin' slushed,Like getting sloshed. or getting drunk,FALSE
947,LqVf0Dgj,lï¿½ï¿½ï¿½il,Just seems appropriate,FALSE
948,LqVf0Dgj,big chungus,Big boi,FALSE
949,648nVC8k,pete the plow,"trucks. I hoped to show him the ultimate Upstate NY experience (Dino BBQ, the Dome, etc...), and the one thing I couldn't share",FALSE
950,Bt2MH2Un,snowlene,front of my driveway just because you caaaan,FALSE
951,y3uBAiGX,snow exotic,Joe Exotic from Tiger King,FALSE
952,y3uBAiGX,summer fling,Because... itï¿½ï¿½ï¿½s definitely winte,FALSE
953,Bt2MH2Un,sleetwood mac,"Great Band, maybe (but probably not) greater plow.",FALSE
954,y3uBAiGX,orange slush,"Could be a pun on Orange Crush. Or just because we are orange, and itï¿½ï¿½ï¿½s going to be s",FALSE
955,QeGQgPf1,han snolo,For Han Solo,FALSE
956,y3uBAiGX,kurt,Sheï¿½ï¿½ï¿½s my mean cat. It felt ,FALSE
957,rVn0azkK,daniel jay,Its for my grandson,FALSE
958,y3uBAiGX,not a zamboni,Itï¿½ï¿½ï¿½s not a Zamboni... itï¿½ï¿½,FALSE
959,hkE5dy8S,david snowie,After the late great David Bowie,FALSE
960,y3uBAiGX,kick some ice!,Kick-ass plows,FALSE
961,Bt2MH2Un,snowtis redding,"Its like Otis Redding but as you can see I have added the letters s,n, and w.",FALSE
962,vEgwRWEc,winterminator,Puts an end to winter. Play on words for Terminator,FALSE
963,y3uBAiGX,subzero,Itï¿½ï¿½ï¿½s cold and,FALSE
964,pI3SouYK,"express, zonk, the goat, little joe, floyd, moose",Name them all after SU's greatest running backs (plowers),FALSE
965,jxH7dsIJ,round robin,This was a name of the way they would blow the streets,FALSE
966,vEgwRWEc,salt team warrior,Based on SU mascot Saltiness Warrior,FALSE
967,y3uBAiGX,me. freeze,Batman Villain,FALSE
968,vEgwRWEc,snow mow or sno' mo,It mows down the snow,FALSE
969,y3uBAiGX,ice to meet you,Mr. Freezeï¿½ï¿½ï¿½s stup,FALSE
970,E6oF4wsO,the kraken,"When a blizzard hits you can say ""Release the Kraken!""",FALSE
971,jxH7dsIJ,snow rodeo,It was a contest to see who was the best snow powers in the city of Syracuse,FALSE
972,vEgwRWEc,plower power,Play on words for Flower Power,FALSE
973,vEgwRWEc,slush puppy,Self explanatory,FALSE
974,vEgwRWEc,"pushover""",That is what it does,FALSE
975,vEgwRWEc,"streetscrape""",Play on words for streetscape,FALSE
976,nzoCzkfF,skadi,way for us to get out of the city to the ski slopes!,FALSE
977,3tClF0fV,the covid express,A plow bought during the pandemic should commemorate the experience.,FALSE
978,FyncWX5i,jim sleigheim,Sleigh ride pun on SU menï¿½ï¿½ï¿½s basketball coachï¿½,FALSE
979,3tClF0fV,plowey-mcplowface,A good strong Irish name,FALSE
980,RaXI0EGP,plowy mcplowface,Itï¿½ï¿½ï¿½s for the,FALSE
981,vEgwRWEc,snowin' ranger,Play on words for Lone Ranger,FALSE
982,y7xeedkK,plowy mcplowface,Havenï¿½ï¿½ï¿½t you heard of Boaty McBoa,FALSE
983,30Jkc23M,prince plowbert,Obvious,FALSE
984,30Jkc23M,george w. push,Comedy gold,FALSE
985,WxJIUOxc,holier than plow,"It's a pun on ""holier than thou,"" paying homage to the sacred role of snow plows in Syracuse culture.",FALSE
986,vEgwRWEc,winged warrior,"Snow plows have side ""Wing"" blades",TRUE
987,30Jkc23M,saline dion,Lolz,FALSE
988,vUqvgP9N,plowy mcplowface,Family name,FALSE
989,30Jkc23M,wet ass pushy,DONT MISS OUT ON THIS CHANCE,FALSE
990,vEgwRWEc,"shooting the curl""",Surfer slang and reference to the all important plow blade curl design,FALSE
991,ckWYSWNs,der schneopflug,aka 'The Snowplow'  alluding to the German history of the Northside,FALSE
992,O2FyYCFe,clob,AOBABA,FALSE
993,gECQaoqL,snowtime boeheim,"I think it references the two things we look forward to most and least, SU Basketball and SU Winter.",FALSE
994,WGfhONBL,plowy mcplow face,My father's name,FALSE
995,t4rxql00,plow king,Barney Gumble,FALSE
996,XmS73Suv,thawmageddon,Armageddon means a battle between good and evil. This is a silly play on words that means thawing/fighting snow.,FALSE
997,XmS73Suv,baby snow-da,"Baby Yoda is a cultural icon, this name plays on that.",FALSE
998,kLxne2S5,snowzilla,"""Snowzilla"" would take on Godzilla and win!",FALSE
999,PNbFqJRr,plowy mcplowface,Plowy,FALSE
1000,1s5mI8gn,snow problem,"It's like ""No Problem"" but it's about snow... haha get it?",FALSE
1001,H4kBe5mE,natalieï¿½ï¿½ï¿½  or ï¿½ï¿½ï¿½ natalie ,push snow back in the streets in order to enjoy a second snow day.,FALSE
1002,1s5mI8gn,syracruiser,"It's naming a vehicle in syracuse ""cruise"" idk lol",FALSE
1003,58EyeGGz,kent snow-removed,"It sounds like Kent Syverud, the SU Chancellor, and who doesnï¿½ï¿½ï¿½t love a good loca",FALSE
1004,yjC3n2O2,sub zero hero,"Our winter time saviors, come to save our roads during freezing temps!",FALSE
1005,RHgGZHLT,salt city snow destroyer,Syracuse is the Salt City,FALSE
1006,IdIlHfyK,plowy mcplowface,It's an embodiment of doing what you are good at,FALSE
1007,6wxbGyvf,big bird,"Its big, yellow and cuts through the snow like a birds beak.",FALSE
1008,yjC3n2O2,snow way josï¿,"No way Jose, but with a catchy winter tone!",FALSE
1009,HqhV3uum,northside snow navigator,Portion of the City in Syracuse,FALSE
1010,19YeDCaY,snowly roller,Holy Roller But SNOW heh,FALSE
1011,RHgGZHLT,canal crusher,Erie Canal,FALSE
1012,19YeDCaY,snow business,Like Show Business but with snow lol,FALSE
1013,6t5ha5b0,piling & smiling,Everybody needs a smile today ï¿½ï,FALSE
1014,e0fjwcg0,masked groomer,Plow looks like a facemask on the truck.,FALSE
1015,ag0azbed,the roker or big al,CNY faces due to lake effect snow. He had his start at WHEN TV.,FALSE
1016,iiTTnIqW,the undertaker,Legendary sport entertai er,FALSE
1017,qDyyBQvP,kailani-milan,Kailani means sky and sea and both Milan and Kailani are my babies names,FALSE
1018,GUZum2v1,tony montana,Tony Montana also moved a lot of white.,FALSE
1019,3Yy9q8mD,the war wagon,Plow trucks go into battle every time they leave the barn.,FALSE
1020,2Rf0u1Dy,snowy mcsnowface,Boaty McBoatface,FALSE
